set_id,species,type1,type2,ability1,ability2,base_speed,item,nature,ev_spread,move1,move2,move3,move4,lv50_allowed,in_pool_battle50plus,lategame_trainer_count
503,Electabuzz,Electric,Electric,Static,None,105,Leftovers,Quirky,SP_ATTACK|SPEED|ATTACK,Thunder,Rain Dance,Attract,Focus Punch,1,1,8
504,Tauros,Normal,Normal,Intimidate,None,110,Chesto Berry,Adamant,ATTACK|HP,Double Edge,Earthquake,Double Team,Rest,1,1,5
505,Slowbro,Water,Psychic,Oblivious,Own Tempo,30,Leftovers,Modest,SP_DEFENSE|ATTACK,Surf,Ice Beam,Calm Mind,Yawn,1,1,18
506,Slowking,Water,Psychic,Oblivious,Own Tempo,30,Shell Bell,Modest,SP_ATTACK|DEFENSE,Yawn,Thunder Wave,Surf,Psychic,1,1,19
507,Miltank,Normal,Normal,Thick Fat,None,100,Leftovers,Careful,SP_DEFENSE|ATTACK|HP,Focus Punch,Shadow Ball,Attract,Thunder Wave,1,1,9
508,Altaria,Dragon,Flying,Natural Cure,None,80,Leftovers,Bold,SP_DEFENSE|DEFENSE|HP,Perish Song,Dragon Breath,Pursuit,Attract,1,1,10
509,Nidoqueen,Poison,Ground,Poison Point,None,76,Shell Bell,Adamant,ATTACK|HP,Double Edge,Earthquake,Aerial Ace,Rock Slide,1,1,13
510,Nidoking,Poison,Ground,Poison Point,None,85,Shell Bell,Adamant,ATTACK|HP,Mega Kick,Earthquake,Shadow Ball,Brick Break,1,1,13
511,Magmar,Fire,Fire,Flame Body,None,93,Quick Claw,Modest,SP_ATTACK|SPEED,Fire Blast,Smokescreen,Thunder Punch,Confuse Ray,1,1,8
512,Cradily,Rock,Grass,Suction Cups,None,43,Sitrus Berry,Adamant,ATTACK|HP,Earthquake,Ancient Power,Swagger,Psych Up,1,1,13
513,Armaldo,Rock,Bug,Battle Armor,None,45,Quick Claw,Adamant,ATTACK|HP,Iron Tail,Ancient Power,Brick Break,Knock Off,1,1,11
514,Golduck,Water,Water,Damp,Cloud Nine,85,Lum Berry,Quirky,SP_ATTACK|SPEED|ATTACK,Cross Chop,Surf,Swagger,Psych Up,1,1,8
515,Rapidash,Fire,Fire,Run Away,Flash Fire,105,Leftovers,Docile,SP_ATTACK|SPEED|ATTACK,Fire Blast,Bounce,Double Team,Attract,1,1,9
516,Muk,Poison,Poison,Stench,Sticky Hold,50,Chesto Berry,Hardy,DEFENSE|ATTACK,Curse,Rest,Sludge Bomb,Dynamic Punch,1,1,6
517,Gengar,Ghost,Poison,Levitate,None,110,Leftovers,Adamant,SPEED|ATTACK,Sludge Bomb,Shadow Ball,Confuse Ray,Will O Wisp,1,1,14
518,Ampharos,Electric,Electric,Static,None,55,Bright Powder,Hardy,SP_ATTACK|ATTACK,Thunder Punch,Fire Punch,Focus Punch,Thunder Wave,1,1,8
519,Scizor,Bug,Steel,Swarm,None,65,Quick Claw,Adamant,SP_DEFENSE|ATTACK,Silver Wind,Steel Wing,Swords Dance,Light Screen,1,1,12
520,Heracross,Bug,Fighting,Swarm,Guts,85,Lum Berry,Jolly,SPEED|HP,Megahorn,Earthquake,Attract,Bulk Up,1,1,15
521,Ursaring,Normal,Normal,Guts,None,55,Quick Claw,Adamant,ATTACK|HP,Double Edge,Earthquake,Brick Break,Counter,1,1,11
522,Houndoom,Dark,Fire,Early Bird,Flash Fire,95,Lum Berry,Modest,SP_ATTACK|SPEED,Fire Blast,Crunch,Roar,Rest,1,1,13
523,Donphan,Ground,Ground,Sturdy,None,50,Quick Claw,Jolly,SPEED|ATTACK,Flail,Endure,Earthquake,Rock Tomb,1,1,8
524,Claydol,Ground,Psychic,Levitate,None,75,Leftovers,Calm,SP_DEFENSE|DEFENSE|HP,Psychic,Earthquake,Double Team,Cosmic Power,1,1,12
525,Wailord,Water,Water,Water Veil,Oblivious,60,Chesto Berry,Adamant,SP_DEFENSE|DEFENSE|HP,Double Edge,Rest,Curse,Amnesia,1,1,11
526,Ninetales,Fire,Fire,Flash Fire,None,100,Lum Berry,Quirky,SP_ATTACK|SPEED,Heat Wave,Body Slam,Grudge,Sunny Day,1,1,10
527,Machamp,Fighting,Fighting,Guts,None,55,Chesto Berry,Adamant,SP_DEFENSE|DEFENSE|HP,Cross Chop,Earthquake,Bulk Up,Rest,1,1,21
528,Shuckle,Bug,Rock,Sturdy,None,5,Leftovers,Careful,SP_DEFENSE|DEFENSE,Sandstorm,Dig,Flash,Double Team,1,1,13
529,Steelix,Steel,Ground,Rock Head,Sturdy,30,Leftovers,Hardy,SP_DEFENSE|ATTACK,Earthquake,Dragon Breath,Sandstorm,Block,1,1,18
530,Tentacruel,Water,Poison,Clear Body,Liquid Ooze,100,Leftovers,Hardy,SP_ATTACK|DEFENSE|HP,Toxic,Giga Drain,Confuse Ray,Surf,1,1,10
531,Aerodactyl,Rock,Flying,Rock Head,Pressure,130,Choice Band,Adamant,SPEED|ATTACK|HP,Hyper Beam,Earthquake,Aerial Ace,Ancient Power,1,1,18
532,Porygon2,Normal,Normal,Trace,None,60,Lum Berry,Modest,SP_ATTACK|HP,Solar Beam,Sunny Day,Thunder Wave,Recover,1,1,7
533,Gardevoir,Psychic,Psychic,Synchronize,Trace,80,Chesto Berry,Modest,DEFENSE|HP,Psychic,Calm Mind,Double Team,Rest,1,1,17
534,Exeggutor,Grass,Psychic,Chlorophyll,None,55,Chesto Berry,Hardy,SP_DEFENSE|ATTACK,Return,Curse,Sleep Powder,Rest,1,1,14
535,Starmie,Water,Psychic,Illuminate,Natural Cure,115,Shell Bell,Modest,SP_DEFENSE|DEFENSE|HP,Hydro Pump,Thunder,Rain Dance,Recover,1,1,23
536,Flygon,Ground,Dragon,Levitate,Levitate,100,Bright Powder,Modest,SP_ATTACK|SPEED,Solar Beam,Fire Blast,Crunch,Sunny Day,1,1,14
537,Venusaur,Grass,Poison,Overgrow,None,80,Bright Powder,Bold,SP_DEFENSE|DEFENSE|HP,Leech Seed,Giga Drain,Double Team,Light Screen,1,1,11
538,Vaporeon,Water,Water,Water Absorb,None,65,Shell Bell,Docile,SP_DEFENSE|DEFENSE|HP,Surf,Ice Beam,Body Slam,Shadow Ball,1,1,9
539,Jolteon,Electric,Electric,Volt Absorb,None,130,Scope Lens,Hardy,SP_ATTACK|ATTACK,Thunderbolt,Dig,Double Kick,Roar,1,1,6
540,Flareon,Fire,Fire,Flash Fire,None,65,Quick Claw,Relaxed,SP_DEFENSE|DEFENSE|HP,Curse,Attract,Double Edge,Shadow Ball,1,1,10
541,Meganium,Grass,Grass,Overgrow,None,80,Leftovers,Calm,SP_DEFENSE|DEFENSE|HP,Leech Seed,Substitute,Double Team,Grass Whistle,1,1,10
542,Espeon,Psychic,Psychic,Synchronize,None,110,Chesto Berry,Docile,SPEED|ATTACK,Psychic,Shadow Ball,Calm Mind,Rest,1,1,15
543,Umbreon,Dark,Dark,Synchronize,None,65,Leftovers,Adamant,SP_DEFENSE|ATTACK|HP,Curse,Screech,Double Team,Double Edge,1,1,10
544,Blastoise,Water,Water,Torrent,None,78,Shell Bell,Brave,SP_ATTACK|ATTACK|HP,Hydro Pump,Mega Kick,Brick Break,Mirror Coat,1,1,11
545,Feraligatr,Water,Water,Torrent,None,78,Quick Claw,Sassy,SP_DEFENSE|SP_ATTACK|HP,Surf,Dragon Claw,Brick Break,Scary Face,1,1,11
546,Aggron,Steel,Rock,Sturdy,Rock Head,50,Scope Lens,Adamant,ATTACK|HP,Focus Punch,Earthquake,Rock Slide,Thunder Wave,1,1,19
547,Blaziken,Fire,Fighting,Blaze,None,80,Scope Lens,Docile,SP_ATTACK|ATTACK,Blaze Kick,Mega Kick,Thunder Punch,Brick Break,1,1,16
548,Walrein,Ice,Water,Thick Fat,None,65,Focus Band,Quirky,SP_DEFENSE|DEFENSE|HP,Earthquake,Ice Beam,Curse,Double Team,1,1,13
549,Sceptile,Grass,Grass,Overgrow,None,120,Lum Berry,Modest,SP_ATTACK|SPEED,Leaf Blade,Thunder Punch,Attract,Double Team,1,1,11
550,Charizard,Fire,Flying,Blaze,None,100,Bright Powder,Adamant,SPEED|ATTACK,Earthquake,Aerial Ace,Dragon Dance,Smokescreen,1,1,17
551,Typhlosion,Fire,Fire,Blaze,None,100,Scope Lens,Hardy,SP_ATTACK|SPEED|ATTACK,Flamethrower,Thunder Punch,Aerial Ace,Rock Slide,1,1,10
552,Lapras,Water,Ice,Water Absorb,Shell Armor,60,Quick Claw,Timid,SP_ATTACK|SPEED,Surf,Ice Beam,Body Slam,Roar,1,1,20
553,Crobat,Poison,Flying,Inner Focus,None,130,Leftovers,Calm,SP_DEFENSE|DEFENSE|HP,Toxic,Giga Drain,Confuse Ray,Double Team,1,1,10
554,Swampert,Water,Ground,Torrent,None,60,Quick Claw,Docile,SP_DEFENSE|DEFENSE|HP,Surf,Earthquake,Counter,Mirror Coat,1,1,14
555,Gyarados,Water,Flying,Intimidate,None,81,Shell Bell,Modest,SP_ATTACK|SPEED,Hydro Pump,Thunderbolt,Fire Blast,Blizzard,1,1,17
556,Snorlax,Normal,Normal,Immunity,Thick Fat,30,Chesto Berry,Adamant,SP_DEFENSE|DEFENSE|HP,Earthquake,Rock Slide,Curse,Rest,1,1,11
557,Kingdra,Water,Dragon,Swift Swim,None,85,Chesto Berry,Modest,SP_DEFENSE|DEFENSE|HP,Surf,Ice Beam,Dragon Breath,Rest,1,1,13
558,Blissey,Normal,Normal,Natural Cure,Serene Grace,55,Leftovers,Bold,SP_DEFENSE|DEFENSE,Seismic Toss,Sing,Attract,Substitute,1,1,7
559,Milotic,Water,Water,Marvel Scale,None,81,Focus Band,Modest,SP_ATTACK|HP,Surf,Ice Beam,Safeguard,Mirror Coat,1,1,13
560,Arcanine,Fire,Fire,Intimidate,Flash Fire,95,Lum Berry,Docile,SP_ATTACK|SPEED,Fire Blast,Sunny Day,Crunch,Roar,1,1,10
561,Salamence,Dragon,Flying,Intimidate,None,100,Leftovers,Hardy,SP_ATTACK|SPEED|ATTACK,Double Edge,Crunch,Swagger,Protect,1,1,16
562,Metagross,Steel,Psychic,Clear Body,None,70,Lum Berry,Adamant,SP_DEFENSE|SPEED|HP,Earthquake,Meteor Mash,Psych Up,Swagger,1,1,23
563,Slaking,Normal,Normal,Truant,None,100,Leftovers,Adamant,SP_DEFENSE|DEFENSE,Mega Kick,Shadow Ball,Yawn,Amnesia,1,1,5
564,Dugtrio,Ground,Ground,Sand Veil,Arena Trap,120,Kings Rock,Adamant,SPEED|ATTACK,Earthquake,Double Edge,Sludge Bomb,Fissure,1,1,6
565,Medicham,Fighting,Psychic,Pure Power,None,80,Scope Lens,Hardy,SP_ATTACK|SPEED,Dynamic Punch,Thunder Punch,Ice Punch,Fire Punch,1,1,16
566,Misdreavus,Ghost,Ghost,Levitate,None,85,Bright Powder,Bold,DEFENSE|HP,Perish Song,Mean Look,Thunder Wave,Confuse Ray,1,1,11
567,Fearow,Normal,Flying,Keen Eye,None,100,Scope Lens,Hardy,SPEED|ATTACK,Drill Peck,Return,Steel Wing,Faint Attack,1,1,6
568,Granbull,Normal,Normal,Intimidate,Intimidate,45,Quick Claw,Adamant,ATTACK|HP,Double Edge,Earthquake,Sludge Bomb,Rock Slide,1,1,5
569,Jynx,Ice,Psychic,Oblivious,None,95,Quick Claw,Hardy,DEFENSE|HP,Dream Eater,Lovely Kiss,Attract,Substitute,1,1,19
570,Dusclops,Ghost,Ghost,Pressure,None,25,Leftovers,Adamant,SP_DEFENSE|DEFENSE|HP,Psych Up,Swagger,Shadow Ball,Earthquake,1,1,10
571,Dodrio,Normal,Flying,Run Away,Early Bird,100,Lum Berry,Adamant,SPEED|ATTACK,Double Edge,Drill Peck,Steel Wing,Faint Attack,1,1,6
572,Mr Mime,Psychic,Psychic,Soundproof,None,90,Choice Band,Modest,SP_ATTACK|HP,Trick,Torment,Psychic,Thunderbolt,1,1,12
573,Lanturn,Water,Electric,Volt Absorb,Illuminate,67,Bright Powder,Modest,SP_ATTACK|SPEED,Hydro Pump,Thunder,Confuse Ray,Rain Dance,1,1,11
574,Breloom,Grass,Fighting,Effect Spore,None,70,Leftovers,Adamant,SPEED|ATTACK,Iron Tail,Focus Punch,Attract,Spore,1,1,15
575,Forretress,Bug,Steel,Sturdy,None,40,Focus Band,Quiet,SP_DEFENSE|SP_ATTACK|ATTACK,Explosion,Earthquake,Giga Drain,Zap Cannon,1,1,10
576,Whiscash,Water,Ground,Oblivious,None,60,Chesto Berry,Hardy,SP_DEFENSE|DEFENSE,Sleep Talk,Rest,Surf,Fissure,1,1,8
577,Xatu,Psychic,Flying,Synchronize,Early Bird,95,Kings Rock,Jolly,SP_ATTACK|SPEED|ATTACK,Drill Peck,Psychic,Giga Drain,Steel Wing,1,1,14
578,Skarmory,Steel,Flying,Keen Eye,Sturdy,70,Chesto Berry,Careful,SP_DEFENSE|HP,Toxic,Curse,Rest,Fly,1,1,11
579,Marowak,Ground,Ground,Rock Head,Lightning Rod,45,Thick Club,Adamant,SPEED|ATTACK,Earthquake,Rock Slide,Swords Dance,Brick Break,1,1,10
580,Quagsire,Water,Ground,Damp,Water Absorb,35,Quick Claw,Adamant,SP_DEFENSE|ATTACK,Earthquake,Sludge Bomb,Double Edge,Curse,1,1,10
581,Clefable,Normal,Normal,Cute Charm,None,60,Lum Berry,Modest,SP_ATTACK|DEFENSE,Thunderbolt,Ice Beam,Flamethrower,Magical Leaf,1,1,4
582,Hariyama,Fighting,Fighting,Thick Fat,Guts,50,Quick Claw,Adamant,ATTACK|HP,Cross Chop,Earthquake,Rock Slide,Facade,1,1,16
583,Raichu,Electric,Electric,Static,None,100,Cheri Berry,Docile,SP_ATTACK|SPEED,Thunder,Rain Dance,Iron Tail,Attract,1,1,8
584,Dewgong,Water,Ice,Thick Fat,None,70,Chesto Berry,Bold,DEFENSE|HP,Horn Drill,Sheer Cold,Sleep Talk,Rest,1,1,10
585,Manectric,Electric,Electric,Static,Lightning Rod,105,Lum Berry,Quirky,SP_ATTACK|SPEED,Thunderbolt,Iron Tail,Thunder Wave,Roar,1,1,6
586,Vileplume,Grass,Poison,Chlorophyll,None,50,Leftovers,Quirky,SP_ATTACK|ATTACK,Attract,Stun Spore,Sludge Bomb,Giga Drain,1,1,9
587,Victreebel,Grass,Poison,Chlorophyll,None,70,Bright Powder,Quirky,SP_ATTACK|ATTACK,Stun Spore,Ingrain,Giga Drain,Sludge Bomb,1,1,8
588,Electrode,Electric,Electric,Soundproof,Static,140,Liechi Berry,Naughty,SP_ATTACK|ATTACK,Explosion,Thunderbolt,Thunder Wave,Endure,1,1,6
589,Exploud,Normal,Normal,Soundproof,None,68,White Herb,Modest,SP_ATTACK|SPEED,Overheat,Ice Beam,Thunder Punch,Extrasensory,1,1,5
590,Shiftry,Grass,Dark,Chlorophyll,Early Bird,80,Focus Band,Quirky,SP_ATTACK|ATTACK,Solar Beam,Sunny Day,Explosion,Synthesis,1,1,11
591,Glalie,Ice,Ice,Inner Focus,None,80,Shell Bell,Hardy,SP_ATTACK|SPEED|ATTACK,Blizzard,Earthquake,Double Edge,Shadow Ball,1,1,9
592,Ludicolo,Water,Grass,Swift Swim,Rain Dish,70,Leftovers,Bold,SP_DEFENSE|DEFENSE|HP,Leech Seed,Rain Dance,Double Team,Giga Drain,1,1,14
593,Hypno,Psychic,Psychic,Insomnia,None,67,Lum Berry,Adamant,ATTACK|HP,Psych Up,Swagger,Mega Kick,Shadow Ball,1,1,12
594,Golem,Rock,Ground,Rock Head,Sturdy,45,Quick Claw,Adamant,SP_DEFENSE|ATTACK,Explosion,Earthquake,Flamethrower,Brick Break,1,1,11
595,Rhydon,Ground,Rock,Lightning Rod,Rock Head,40,Quick Claw,Adamant,ATTACK|HP,Megahorn,Crush Claw,Earthquake,Horn Drill,1,1,16
596,Alakazam,Psychic,Psychic,Synchronize,Inner Focus,120,Choice Band,Modest,SP_ATTACK|DEFENSE,Trick,Disable,Psychic,Skill Swap,1,1,14
597,Weezing,Poison,Poison,Levitate,None,60,Focus Band,Quirky,SP_ATTACK|ATTACK,Explosion,Sludge Bomb,Flamethrower,Thunderbolt,1,1,6
598,Kangaskhan,Normal,Normal,Early Bird,None,90,Salac Berry,Jolly,SPEED|ATTACK,Reversal,Endure,Thunderbolt,Earthquake,1,1,5
599,Electabuzz,Electric,Electric,Static,None,105,Lum Berry,Quirky,SP_ATTACK|SPEED,Fire Punch,Ice Punch,Thunderbolt,Cross Chop,1,1,5
600,Tauros,Normal,Normal,Intimidate,None,110,Leftovers,Docile,SP_ATTACK|ATTACK,Double Edge,Earthquake,Flamethrower,Ice Beam,1,1,5
601,Slowbro,Water,Psychic,Oblivious,Own Tempo,30,Quick Claw,Quiet,SP_DEFENSE|SP_ATTACK,Surf,Psychic,Shadow Ball,Attract,1,1,19
602,Slowking,Water,Psychic,Oblivious,Own Tempo,30,Quick Claw,Quiet,SP_ATTACK|DEFENSE|ATTACK,Psychic,Surf,Ice Beam,Earthquake,1,1,18
603,Miltank,Normal,Normal,Thick Fat,None,100,Salac Berry,Adamant,SP_DEFENSE|ATTACK,Reversal,Endure,Earthquake,Shadow Ball,1,1,7
604,Altaria,Dragon,Flying,Natural Cure,None,80,Lum Berry,Adamant,ATTACK|HP,Sing,Dragon Dance,Earthquake,Aerial Ace,1,1,9
605,Nidoqueen,Poison,Ground,Poison Point,None,76,Lum Berry,Modest,SP_ATTACK|HP,Thunderbolt,Flamethrower,Ice Beam,Crunch,1,1,13
606,Nidoking,Poison,Ground,Poison Point,None,85,Leppa Berry,Modest,SP_ATTACK|HP,Horn Drill,Fire Blast,Blizzard,Surf,1,1,13
607,Magmar,Fire,Fire,Flame Body,None,93,Scope Lens,Impish,DEFENSE|ATTACK,Mega Kick,Cross Chop,Iron Tail,Counter,1,1,8
608,Cradily,Rock,Grass,Suction Cups,None,43,Leftovers,Modest,SP_DEFENSE|SP_ATTACK|DEFENSE,Substitute,Solar Beam,Sunny Day,Recover,1,1,15
609,Armaldo,Rock,Bug,Battle Armor,None,45,Quick Claw,Adamant,ATTACK|HP,Earthquake,Rock Slide,Brick Break,Swords Dance,1,1,11
610,Golduck,Water,Water,Damp,Cloud Nine,85,Shell Bell,Docile,SP_ATTACK|ATTACK,Hydro Pump,Cross Chop,Blizzard,Protect,1,1,8
611,Rapidash,Fire,Fire,Run Away,Flash Fire,105,White Herb,Modest,SP_ATTACK|SPEED|HP,Overheat,Solar Beam,Sunny Day,Hypnosis,1,1,10
612,Muk,Poison,Poison,Stench,Sticky Hold,50,Lum Berry,Quiet,SP_ATTACK|DEFENSE,Sludge Bomb,Thunderbolt,Flamethrower,Ice Punch,1,1,6
613,Gengar,Ghost,Poison,Levitate,None,110,Quick Claw,Modest,SP_ATTACK|SPEED,Psychic,Thunderbolt,Giga Drain,Skill Swap,1,1,14
614,Ampharos,Electric,Electric,Static,None,55,Focus Band,Hardy,SP_ATTACK|ATTACK,Thunderbolt,Mega Kick,Iron Tail,Brick Break,1,1,7
615,Scizor,Bug,Steel,Swarm,None,65,Focus Band,Careful,SP_DEFENSE|ATTACK,Reversal,Endure,Agility,Slash,1,1,12
616,Heracross,Bug,Fighting,Swarm,Guts,85,Bright Powder,Adamant,SPEED|ATTACK,Megahorn,Earthquake,Rock Slide,Brick Break,1,1,14
617,Ursaring,Normal,Normal,Guts,None,55,Lum Berry,Modest,SP_ATTACK|SPEED|HP,Fire Punch,Thunder Punch,Ice Punch,Crunch,1,1,11
618,Houndoom,Dark,Fire,Early Bird,Flash Fire,95,White Herb,Quirky,SPEED|ATTACK,Overheat,Shadow Ball,Sludge Bomb,Double Edge,1,1,13
619,Donphan,Ground,Ground,Sturdy,None,50,Quick Claw,Adamant,ATTACK|HP,Fissure,Earthquake,Rock Slide,Secret Power,1,1,8
620,Claydol,Ground,Psychic,Levitate,None,75,Shell Bell,Modest,SP_ATTACK|HP,Psychic,Ice Beam,Solar Beam,Sunny Day,1,1,14
621,Wailord,Water,Water,Water Veil,Oblivious,60,Chesto Berry,Modest,SP_DEFENSE|DEFENSE|HP,Hydro Pump,Fissure,Double Team,Rest,1,1,11
622,Ninetales,Fire,Fire,Flash Fire,None,100,Bright Powder,Quirky,SP_ATTACK|SPEED,Fire Blast,Iron Tail,Confuse Ray,Attract,1,1,9
623,Machamp,Fighting,Fighting,Guts,None,55,Quick Claw,Hardy,SP_ATTACK|ATTACK,Cross Chop,Fire Blast,Thunder Punch,Ice Punch,1,1,21
624,Shuckle,Bug,Rock,Sturdy,None,5,Leftovers,Careful,SP_DEFENSE|DEFENSE,Substitute,Attract,Toxic,Double Team,1,1,14
625,Steelix,Steel,Ground,Rock Head,Sturdy,30,Quick Claw,Adamant,SP_DEFENSE|ATTACK,Earthquake,Body Slam,Rock Slide,Explosion,1,1,18
626,Tentacruel,Water,Poison,Clear Body,Liquid Ooze,100,Shell Bell,Modest,SP_ATTACK|SPEED|DEFENSE,Surf,Giga Drain,Ice Beam,Mirror Coat,1,1,10
627,Aerodactyl,Rock,Flying,Rock Head,Pressure,130,Kings Rock,Hardy,SP_ATTACK|ATTACK,Double Edge,Rock Slide,Fire Blast,Dragon Claw,1,1,18
628,Porygon2,Normal,Normal,Trace,None,60,Lum Berry,Modest,SP_ATTACK|HP,Psychic,Tri Attack,Thunder Wave,Recover,1,1,5
629,Gardevoir,Psychic,Psychic,Synchronize,Trace,80,Lum Berry,Modest,SP_ATTACK|SPEED,Psychic,Ice Punch,Fire Punch,Magical Leaf,1,1,17
630,Exeggutor,Grass,Psychic,Chlorophyll,None,55,Leftovers,Hardy,SP_DEFENSE|DEFENSE|HP,Leech Seed,Giga Drain,Toxic,Explosion,1,1,14
631,Starmie,Water,Psychic,Illuminate,Natural Cure,115,Lum Berry,Modest,SP_ATTACK|SPEED,Surf,Psychic,Thunderbolt,Ice Beam,1,1,21
632,Flygon,Ground,Dragon,Levitate,Levitate,100,Scope Lens,Hardy,SP_ATTACK|SPEED|ATTACK,Earthquake,Dragon Claw,Flamethrower,Giga Drain,1,1,12
633,Venusaur,Grass,Poison,Overgrow,None,80,Scope Lens,Adamant,SP_DEFENSE|DEFENSE|ATTACK,Double Edge,Sludge Bomb,Earthquake,Sleep Powder,1,1,11
634,Vaporeon,Water,Water,Water Absorb,None,65,Quick Claw,Calm,SP_DEFENSE|DEFENSE|HP,Surf,Ice Beam,Acid Armor,Baton Pass,1,1,9
635,Jolteon,Electric,Electric,Volt Absorb,None,130,Bright Powder,Bold,SP_DEFENSE|DEFENSE|HP,Thunderbolt,Thunder Wave,Agility,Baton Pass,1,1,7
636,Flareon,Fire,Fire,Flash Fire,None,65,Quick Claw,Jolly,SPEED|ATTACK,Shadow Ball,Flail,Endure,Overheat,1,1,9
637,Meganium,Grass,Grass,Overgrow,None,80,Salac Berry,Jolly,SPEED|ATTACK,Earthquake,Flail,Endure,Giga Drain,1,1,10
638,Espeon,Psychic,Psychic,Synchronize,None,110,Lum Berry,Modest,SP_ATTACK|SPEED,Psychic,Bite,Wish,Reflect,1,1,15
639,Umbreon,Dark,Dark,Synchronize,None,65,Bright Powder,Bold,SP_DEFENSE|DEFENSE|HP,Swagger,Psych Up,Attract,Shadow Ball,1,1,11
640,Blastoise,Water,Water,Torrent,None,78,Focus Band,Docile,SP_ATTACK|ATTACK|HP,Surf,Earthquake,Ice Beam,Counter,1,1,11
641,Feraligatr,Water,Water,Torrent,None,78,Scope Lens,Hardy,SP_ATTACK|ATTACK|HP,Hydro Pump,Crunch,Earthquake,Rock Slide,1,1,11
642,Aggron,Steel,Rock,Sturdy,Rock Head,50,Bright Powder,Modest,SP_ATTACK|HP,Surf,Thunder,Fire Blast,Blizzard,1,1,18
643,Blaziken,Fire,Fighting,Blaze,None,80,Salac Berry,Hardy,SPEED|ATTACK,Overheat,Earthquake,Endure,Reversal,1,1,16
644,Walrein,Ice,Water,Thick Fat,None,65,Quick Claw,Hardy,SP_DEFENSE|DEFENSE|HP,Sheer Cold,Fissure,Surf,Attract,1,1,14
645,Sceptile,Grass,Grass,Overgrow,None,120,Scope Lens,Docile,SP_ATTACK|SPEED|ATTACK,Leaf Blade,Earthquake,Crush Claw,Aerial Ace,1,1,10
646,Charizard,Fire,Flying,Blaze,None,100,Lum Berry,Modest,SP_ATTACK|SPEED,Flamethrower,Dragon Claw,Bite,Brick Break,1,1,17
647,Typhlosion,Fire,Fire,Blaze,None,100,Salac Berry,Adamant,SPEED|ATTACK,Earthquake,Overheat,Endure,Reversal,1,1,10
648,Lapras,Water,Ice,Water Absorb,Shell Armor,60,Bright Powder,Docile,SP_DEFENSE|DEFENSE|HP,Double Edge,Psychic,Confuse Ray,Dragon Dance,1,1,20
649,Crobat,Poison,Flying,Inner Focus,None,130,Scope Lens,Adamant,SPEED|ATTACK,Air Cutter,Double Edge,Shadow Ball,Screech,1,1,10
650,Swampert,Water,Ground,Torrent,None,60,Shell Bell,Brave,SP_ATTACK|ATTACK,Surf,Earthquake,Ice Beam,Counter,1,1,14
651,Gyarados,Water,Flying,Intimidate,None,81,Quick Claw,Quirky,SP_ATTACK|ATTACK,Surf,Thunder,Rain Dance,Earthquake,1,1,19
652,Snorlax,Normal,Normal,Immunity,Thick Fat,30,Quick Claw,Adamant,SP_DEFENSE|DEFENSE,Mega Kick,Shadow Ball,Swagger,Psych Up,1,1,11
653,Kingdra,Water,Dragon,Swift Swim,None,85,Salac Berry,Adamant,SP_DEFENSE|DEFENSE|HP,Flail,Hydro Pump,Dragon Dance,Endure,1,1,13
654,Blissey,Normal,Normal,Natural Cure,Serene Grace,55,Focus Band,Bold,SP_DEFENSE|DEFENSE,Fire Blast,Blizzard,Calm Mind,Soft Boiled,1,1,7
655,Milotic,Water,Water,Marvel Scale,None,81,Leftovers,Bold,SP_DEFENSE|DEFENSE|HP,Surf,Blizzard,Attract,Recover,1,1,14
656,Arcanine,Fire,Fire,Intimidate,Flash Fire,95,White Herb,Modest,SP_ATTACK|SPEED,Overheat,Extreme Speed,Crunch,Aerial Ace,1,1,8
657,Salamence,Dragon,Flying,Intimidate,None,100,Salac Berry,Hardy,SP_ATTACK|ATTACK,Double Edge,Earthquake,Crunch,Endure,1,1,16
658,Metagross,Steel,Psychic,Clear Body,None,70,Chesto Berry,Adamant,SPEED|ATTACK|HP,Earthquake,Meteor Mash,Double Team,Rest,1,1,23
659,Slaking,Normal,Normal,Truant,None,100,Choice Band,Adamant,SP_DEFENSE|DEFENSE,Earthquake,Shadow Ball,Aerial Ace,Brick Break,1,1,5
660,Dugtrio,Ground,Ground,Sand Veil,Arena Trap,120,Kings Rock,Adamant,SPEED|ATTACK,Earthquake,Double Edge,Rock Slide,Fissure,1,1,11
661,Medicham,Fighting,Psychic,Pure Power,None,80,Lum Berry,Hardy,SP_ATTACK|ATTACK,Mega Kick,Psychic,Shadow Ball,Rock Slide,1,1,23
662,Misdreavus,Ghost,Ghost,Levitate,None,85,Lum Berry,Timid,SP_ATTACK|SPEED,Destiny Bond,Psychic,Shadow Ball,Thunderbolt,1,1,19
663,Fearow,Normal,Flying,Keen Eye,None,100,Lum Berry,Hardy,SP_ATTACK|ATTACK,Drill Peck,Double Edge,Steel Wing,Sky Attack,1,1,11
664,Granbull,Normal,Normal,Intimidate,Intimidate,45,Choice Band,Brave,SP_ATTACK|ATTACK,Mega Kick,Earthquake,Crunch,Shadow Ball,1,1,14
665,Jynx,Ice,Psychic,Oblivious,None,95,Lum Berry,Modest,SP_ATTACK|HP,Psychic,Ice Beam,Lovely Kiss,Fake Tears,1,1,29
666,Dusclops,Ghost,Ghost,Pressure,None,25,Chesto Berry,Adamant,ATTACK|HP,Double Edge,Shadow Ball,Curse,Rest,1,1,15
